,text,blockInfo
537,"I= Eedi
Which length do you
not need when
calculating the area of
the parallelogram?
Ⓒ Eedi 2018
A
a
B
b
b
C
a
C
You need
them all","[[48.0, 21.0], [153.5, 163.0], [41.0, 465.0], [93.0, 347.0], [92.0, 401.5], [241.5, 347.0], [239.0, 399.0], [307.0, 150.0], [392.0, 346.5], [472.5, 98.5], [463.0, 177.0], [539.5, 401.5]]"
538,"I= Eedi
Ⓒ Eedi 2018
A
4-9
B
2
W|N
3
3
4
C
3
12
There are no
values that make
this calculation
work","[[48.0, 20.0], [41.0, 465.0], [93.5, 301.0], [92.0, 369.5], [242.5, 300.0], [244.5, 355.0], [243.5, 370.5], [244.5, 381.5], [272.5, 143.5], [392.0, 300.5], [391.5, 366.0], [549.0, 391.5]]"
539,"I= Eedi
Ⓒ Eedi 2018
A
9
B
8
56 is 7 lots of ...
63
D
49","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [91.0, 347.0], [242.5, 283.0], [243.0, 347.0], [319.0, 143.0], [390.5, 346.0], [542.0, 282.5], [539.5, 354.0]]"
540,"I= Eedi
Ⓒ Eedi 2018
A
14
What is the perimeter of this shape?
B
12
15
D
4
VA","[[48.5, 21.0], [41.0, 465.0], [93.0, 327.0], [90.5, 378.5], [318.0, 112.0], [242.0, 326.0], [239.5, 379.0], [391.0, 378.0], [540.0, 326.5], [546.5, 377.5], [619.0, 21.0]]"
541,"I= Eedi
A shape has an area of n cm²
Its lengths are enlarged by a scale factor
of 10.
What is the area of the enlarged shape?
Ⓒ Eedi 2018
A
10n
B
100n
10n²
D
20n
PA","[[48.0, 21.0], [203.5, 160.0], [41.0, 465.0], [93.0, 326.0], [91.0, 379.0], [242.0, 326.0], [240.5, 379.0], [391.0, 376.5], [540.0, 326.5], [546.0, 378.0], [619.0, 21.5]]"
542,"I= Eedi
What is the area
of the
parallelogram?
A
400 cm²
Ⓒ Eedi 2018
B
100 cm²
20 cm
5 cm
80 cm²
4 cm
D
40 cm²
[not to scale]","[[48.0, 21.0], [134.5, 148.0], [93.0, 327.0], [89.5, 376.5], [41.0, 465.0], [242.0, 326.0], [239.5, 377.0], [362.5, 133.0], [355.5, 253.5], [390.0, 377.0], [463.0, 121.5], [540.0, 326.5], [540.0, 377.0], [604.5, 59.0]]"
543,"I= Eedi
7
6
5
2
1
0
A
1
Ⓒ Eedi 2018
(1,5)
(0,5)
4
B
A C
5
7
This triangle is reflected in the line
x = 3.
What will the coordinate of the
point marked C be after the
reflection?
B
D
(6, 1)
KX1
(3,5)","[[48.5, 20.5], [34.0, 96.5], [33.0, 122.0], [33.0, 149.5], [33.5, 229.5], [33.5, 255.0], [33.0, 287.0], [49.5, 325.0], [66.0, 287.5], [41.0, 465.0], [116.5, 326.5], [117.0, 406.5], [146.0, 287.0], [178.5, 87.0], [191.5, 139.5], [172.0, 287.5], [225.0, 286.5], [452.5, 120.5], [452.0, 211.5], [368.0, 325.0], [368.0, 405.5], [442.5, 326.5], [607.0, 23.0], [443.5, 406.0]]"
544,"I= Eedi
Ⓒ Eedi 2018
7
Karen eats of her chocolate bar and Marty eats of his
chocolate bar.
A
L|00
5
Karen and Marty both have a chocolate bar.
8
How much more does Karen eat than Marty?
B
614
819
D
816","[[48.0, 20.0], [41.0, 465.0], [331.0, 139.5], [93.0, 283.0], [91.0, 352.0], [90.0, 337.5], [330.0, 70.5], [91.0, 368.0], [330.0, 213.5], [242.5, 283.0], [237.5, 351.0], [391.5, 350.5], [541.0, 282.5], [537.5, 353.0]]"
545,"I= Eedi
Think of a number,
then add 5,
next multiply by 3.
Ⓒ Eedi 2018
A
Only
Tom
B
Only
Katie
Tom says you can write this as:
n+ 5 x 3
Katie says you can write this as:
3 x (n + 5)
Who is correct?
C
Both Tom
and Katie
D
Neither is
correct","[[48.0, 21.0], [112.0, 153.0], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [242.0, 332.0], [242.5, 397.0], [413.0, 111.0], [415.0, 189.5], [413.5, 252.0], [392.5, 333.0], [393.0, 396.0], [540.0, 332.5], [545.5, 396.0]]"
546,"I= Eedi
This is a number from the
Mayan number system.
What number is it?
Ⓒ Eedi 2018
A
2
B
3
7
D
12","[[48.5, 21.0], [175.5, 145.5], [41.0, 465.0], [93.0, 283.0], [93.5, 347.0], [242.5, 283.0], [242.5, 347.5], [391.5, 347.0], [542.0, 282.5], [540.5, 347.0]]"
547,"I= Eedi
Ⓒ Eedi 2018
A
3.4°C
The temperature in Preston is -1.4°C.
The temperature in Brisbane is 9°C.
How much hotter is it in Brisbane than Preston?
B
10.6°C
7.6°C
10.4°C
VA","[[48.0, 21.0], [41.0, 465.0], [93.0, 283.0], [92.0, 345.0], [327.5, 106.0], [327.5, 183.5], [242.5, 283.0], [241.0, 345.0], [389.5, 346.0], [538.5, 344.0], [619.0, 21.0]]"
548,"I= Eedi
The fractions in the two circles
below add to give the fraction in
the circle above.
What should replace the question
mark?
Ⓒ Eedi 2018
A
31
40
B
8
40
C
39
40
78
?
D
8
18
1
10
VA","[[48.0, 20.0], [190.5, 121.0], [189.5, 210.0], [41.0, 465.0], [93.0, 332.0], [93.0, 397.0], [241.5, 332.0], [237.5, 396.5], [391.0, 332.0], [390.0, 395.0], [451.0, 195.0], [507.5, 99.5], [540.5, 332.5], [539.75, 394.5], [564.5, 195.5], [619.0, 21.0]]"
549,"I= Eedi
A shape has an area of 10 cm²
Its lengths are enlarged by a scale factor
of n.
What is the area of the enlarged shape?
Ⓒ Eedi 2018
A
10n
B
100n
10n²
D
20n","[[48.5, 20.5], [203.5, 159.5], [41.0, 465.0], [93.0, 326.0], [91.0, 379.0], [242.0, 326.0], [240.5, 379.0], [391.0, 376.5], [540.5, 326.5], [546.0, 378.0]]"
550,"I= Eedi
Using the key on the right, which of the
following expressions give the perimeter
of this shape in factorised form?
A
6p + 4q
Eedi 2018
B
2(3p + 2q)
C
6(p+q)
2
●
●
•q
Ip:
Side lengths
9.
2(3p + 4q)","[[48.5, 20.5], [213.5, 105.0], [93.0, 363.0], [91.0, 417.5], [44.5, 464.5], [242.0, 363.0], [243.5, 416.0], [391.5, 362.5], [392.5, 415.5], [484.5, 167.0], [471.0, 242.5], [568.0, 155.5], [527.0, 273.5], [584.0, 239.5], [546.5, 416.0]]"
551,"I= Eedi
Which expression should
replace the star in the
addition pyramid?
A
4a + 3b
Ⓒ Eedi 2018
B
7a+ 7b
4a
7ab
3a + 4b
b
3b
3a + b
D
7a + 4b","[[48.5, 20.0], [151.5, 162.5], [93.5, 342.0], [92.5, 395.0], [41.0, 465.0], [242.0, 341.5], [243.5, 395.5], [382.0, 215.0], [390.0, 394.5], [510.5, 163.0], [475.0, 215.0], [468.0, 214.5], [550.0, 216.5], [540.5, 342.5], [541.5, 395.0]]"
552,"I= Eedi
Ⓒ Eedi 2018
A
P
Line segment P joins up (3, 4) and (8, 1).
Line segment Q joins up (-1,3) and (4,7).
Which line segment is longer?
B
Q
They are the
same length
D
We need more
information
VA","[[48.5, 21.0], [41.0, 465.0], [92.5, 333.5], [90.5, 384.0], [323.0, 150.5], [242.5, 332.0], [243.5, 388.5], [393.0, 392.5], [540.0, 332.5], [542.0, 392.0], [619.0, 21.0]]"
553,"I= Eedi
Ⓒ Eedi 2018
Pattern 1
A
Dots have been arranged in these patterns:
18
Pattern 2
How many dots in Pattern 4?
B
Pattern 3
24
20
Pattern 4
D
16
VA","[[48.5, 20.0], [41.0, 465.0], [99.5, 217.5], [92.5, 343.0], [295.0, 63.0], [90.0, 394.5], [230.5, 218.5], [314.0, 269.5], [242.0, 342.0], [356.5, 218.0], [240.5, 395.0], [390.5, 394.5], [512.0, 217.5], [540.0, 341.5], [539.0, 394.0], [619.0, 21.0]]"
554,"I= Eedi
Ⓒ Eedi 2018
A
2
Eliana is thinking of a number.
It is a single-digit number that has two prime
factors.
What is Eliana's number?
B
6
9
D
10","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [93.0, 351.0], [328.0, 119.5], [327.5, 209.5], [242.5, 283.0], [242.5, 349.5], [393.0, 349.0], [542.0, 282.5], [542.0, 354.5]]"
555,"I= Eedi
Tom and Katie are arguing about equations
they can write based on the equation on the
right
Tom says you could write: g - 1 = 1 - 6p
Katie says you could write: = g = p
Ⓒ Eedi 2018
A
Only
Tom
Who is correct?
B
Only
Katie
C
Both Tom
and Katie
g = 6p
D
Neither is
correct","[[212.0, 122.0], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [213.5, 274.5], [242.5, 332.0], [242.5, 397.0], [389.5, 331.5], [400.0, 395.5], [532.0, 127.0], [540.0, 332.5], [545.5, 396.0]]"
556,"I= Eedi
Ⓒ Eedi 2018
A
K = 5
L = 5
4
x 7 = 7 K x L
÷
B
K = 4
L = 5
C
K = 5
L = 4
D
Not possible","[[48.0, 20.0], [41.0, 465.0], [93.5, 300.0], [91.5, 370.0], [320.0, 151.0], [242.5, 300.0], [242.0, 370.5], [392.0, 300.5], [393.0, 369.5], [541.0, 300.5], [540.5, 373.0]]"
557,"I= Eedi
Ⓒ Eedi 2018
A
сл1 00
What should replace the question mark?
5
00 сл
8
B
3
·•·•·
3
=
5
·x?
8
со сл
1/3
D
It is not
possible
VA","[[48.5, 20.0], [41.0, 465.0], [94.5, 314.5], [92.5, 386.0], [332.5, 93.0], [251.5, 171.0], [250.5, 190.0], [252.5, 207.0], [243.0, 314.0], [243.0, 378.0], [273.5, 190.0], [292.5, 189.0], [320.0, 191.5], [367.5, 189.0], [346.5, 190.5], [388.5, 382.5], [541.0, 314.5], [544.0, 384.0], [619.0, 21.5]]"
558,"I= Eedi
""If 3 and 5 are common factors of the numbers Mand N,
then the highest common factor (HCF) of M and N is 15""
Ⓒ Eedi 2018
A
always true
Is this statement...
B
sometimes true
C
never true
D
Impossible to say
without more
information","[[48.0, 20.0], [323.5, 109.5], [41.0, 465.0], [93.5, 283.0], [97.0, 349.5], [325.0, 173.5], [242.5, 283.0], [244.5, 349.0], [393.5, 283.0], [393.5, 349.5], [542.0, 282.5], [551.5, 375.5]]"
559,"I= Eedi
A
Ⓒ Eedi 2018
Statement 1:
p× (-q) = (-p) × q
Statement 2:
(q)² =q²
What can you say about the above statements,
where p and q represent different numbers?
Only
statement 1
is true
B
Only
statement 2 is
true
Both
statements are
true
D
Both statements
are false
VA","[[48.0, 20.0], [95.5, 315.0], [41.0, 465.0], [326.0, 152.0], [85.5, 385.0], [244.0, 314.0], [236.0, 385.0], [387.5, 384.5], [542.5, 314.5], [545.0, 384.5], [619.0, 21.5]]"
560,"I= Eedi
A
C
ⒸEedi 2018
Rhombus
Rhombus
Which shape will tessellate?
Both
Scalene triangle
B
D
Scalene triangle
Neither
PÁ","[[50.0, 20.0], [41.5, 285.5], [42.0, 384.0], [42.0, 460.5], [180.5, 201.0], [137.5, 285.0], [314.5, 87.5], [126.5, 376.0], [416.0, 202.5], [359.5, 286.0], [360.5, 384.0], [471.5, 286.0], [461.5, 379.0], [618.5, 23.0]]"
561,"I= Eedi
To translate an object 5 squares to the left you would use the
vector...
Ⓒ Eedi 2018
A
ܘ
-5
B
(-5)
(5)
D","[[48.5, 20.0], [319.5, 139.0], [41.0, 465.0], [92.5, 327.0], [89.5, 370.5], [90.0, 395.5], [242.0, 326.0], [241.5, 386.5], [390.0, 383.5], [540.0, 325.5]]"
562,"I= Eedi
Ⓒ Eedi 2018
Jo and Paul are arguing about the answer to × 15
Jo says × 15 = 2²/
Paul says x 15 = 15
A
Only
Jo
Who is correct?
B
Only
Paul
O
Both Jo
and Paul
D
Neither is
correct","[[48.0, 20.0], [41.0, 465.0], [310.5, 147.0], [93.0, 332.0], [93.0, 395.0], [310.0, 263.5], [242.0, 332.0], [242.0, 397.0], [393.0, 331.5], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0]]"
563,"I= Eedi
Ⓒ Eedi 2018
Katie says: the absolute value of -7 is less than the absolute value
of 2
A
Tom and Katie are arguing about -7 and 2.
Only
Tom
Tom says: -7<2
B
Who is correct?
Only
Katie
Both Tom
and Katie
D
Neither is
correct","[[48.0, 20.0], [41.0, 465.0], [325.0, 188.0], [93.0, 332.0], [324.5, 72.5], [93.0, 396.0], [324.5, 122.5], [242.0, 332.0], [324.5, 251.0], [242.5, 397.0], [393.0, 396.0], [540.0, 332.5], [545.5, 396.0]]"
564,"I= Eedi
Which of the following
symbols should replace the
star in terms of length?
Ⓒ Eedi 2018
3p
A
V
2q + r
B
V
11
9
2
6
Р
P
D
Need more
information","[[48.5, 20.5], [154.5, 118.0], [41.0, 465.0], [93.5, 223.5], [93.5, 342.0], [89.5, 397.5], [211.0, 222.0], [242.0, 342.0], [238.0, 393.5], [392.0, 396.5], [468.5, 214.5], [513.5, 91.5], [518.5, 211.5], [543.0, 143.5], [540.0, 342.5], [543.0, 396.5]]"
565,"I= Eedi
Tom and Katie are arguing
about the line segments on
the right.
Tom says they are parallel.
Katie says they are the same
length.
Ⓒ Eedi 2018
Who is correct?
A
Only
Tom
B
Only
Katie
(-2,2)
y
6
2
1
0
T
(1,-2)
Both Tom
and Katie
(3,6)
D
(5.3)
Neither is
correct
X
VA","[[138.5, 67.5], [146.0, 202.5], [41.0, 465.0], [145.5, 291.0], [93.5, 351.0], [93.0, 415.0], [242.0, 350.5], [242.0, 415.5], [341.0, 174.5], [391.0, 58.0], [402.0, 80.0], [403.0, 190.0], [402.5, 218.0], [403.0, 251.0], [399.5, 270.5], [427.5, 281.0], [400.0, 414.5], [507.0, 74.0], [540.0, 351.5], [558.5, 154.5], [545.0, 414.5], [597.5, 244.0], [619.0, 21.5]]"
566,"I= Eedi
A
70 000 000 000
Ⓒ Eedi 2018
B
70 million: =
70 000 000
O
700 000
D
70 000","[[48.0, 20.0], [92.5, 333.5], [95.0, 397.5], [41.0, 465.0], [242.5, 332.5], [326.5, 163.5], [242.0, 390.0], [391.0, 334.0], [389.0, 389.0], [540.0, 333.0], [545.5, 389.0]]"
567,"I= Eedi
Ⓒ Eedi 2018
A
96°
Four students have measured this angle.
Which student is the most accurate?
70
60
50
40
140 130 120 110 100
130 170 160 150
B
84°
90
100 110 120 130 140
70
60
-88-
50
76°
40
150
20
160 170 180
D
104°","[[48.0, 20.0], [41.0, 465.0], [98.5, 345.5], [97.5, 406.0], [322.0, 79.0], [255.0, 168.0], [194.0, 250.0], [246.0, 346.0], [248.0, 406.0], [322.0, 139.0], [392.25, 160.25], [347.0, 140.75], [409.5, 178.25], [396.5, 407.5], [426.25, 195.5], [449.0, 211.5], [460.0, 261.25], [540.5, 345.5], [543.0, 405.5]]"
568,"I= Eedi
If
Ⓒ Eedi 2018
A
7
B
7-9
= 1, then
C
29
D
217
= ?","[[48.0, 20.0], [30.5, 144.0], [41.0, 465.0], [94.0, 332.0], [94.0, 396.0], [242.5, 332.0], [242.5, 401.0], [305.0, 147.5], [392.0, 332.0], [389.5, 399.0], [540.5, 331.5], [538.0, 398.5], [593.0, 149.0]]"
569,"I= Eedi
Rectangle P has been
rotated 90 and then
enlarged by a scale factor
of 3 and then rotated to
give rectangle Q.
What length should
replace the star?
© 2018
A
6 cm
B
15 cm
C
9 cm
18 cm
D
24 cm
PH
27 cm","[[23.0, 10.5], [57.0, 69.5], [57.0, 127.0], [19.5, 232.5], [46.5, 186.0], [45.5, 212.5], [121.0, 185.0], [119.5, 212.0], [195.5, 186.0], [194.5, 212.0], [254.0, 142.5], [270.0, 186.0], [273.0, 211.5], [311.0, 9.0], [307.5, 77.5]]"
570,"I= Eedi
Ⓒ Eedi 2018
Pattern 1
A
Dots have been arranged in these patterns:
26
Pattern 2
B
Pattern 3
How many dots would there be in Pattern 6?
20
Pattern 4
36
D
22
VA","[[48.5, 20.0], [41.0, 465.0], [99.5, 217.5], [93.0, 342.0], [295.0, 63.0], [89.5, 394.5], [230.5, 218.5], [242.5, 341.5], [356.5, 218.0], [319.0, 270.0], [239.0, 394.5], [512.0, 217.5], [391.0, 394.5], [540.0, 342.5], [539.0, 394.0], [619.0, 21.0]]"
571,"I= Eedi
What is the size of
angle r?
Ⓒ Eedi 2018
A
70°
B
80°
110°
110°
D
[not to scale]
Not enough
information","[[48.0, 20.0], [134.0, 150.0], [41.0, 465.0], [93.0, 327.0], [91.0, 379.0], [242.0, 326.0], [241.5, 378.5], [391.5, 375.5], [453.5, 97.5], [540.0, 326.5], [599.0, 56.0], [543.0, 385.5]]"
572,"I= Eedi
Tom and Katie are trying to draw
shapes with perimeter 4(p + 2q)
Tom draws:
Who is correct?
Ⓒ Eedi 2018
A
Only
Tom
Katie draws:
B
Only
Katie
Both Tom
and Katie
2
●
●
•q
Ip:
Side lengths
D
9.
Neither is
correct","[[161.0, 56.5], [68.0, 138.5], [83.5, 293.0], [40.5, 465.0], [92.0, 355.0], [92.5, 418.0], [271.0, 139.5], [242.0, 355.0], [243.0, 419.0], [400.0, 418.0], [484.5, 167.0], [471.0, 242.5], [568.0, 155.5], [527.0, 273.0], [540.0, 354.5], [584.0, 239.5], [544.5, 417.5]]"
573,"I= Eedi
What is the area
of this compound
shape made with
rectangles?
A
124 cm²
Ⓒ Eedi 2018
B
154 cm²
12cm
7cm
180 cm²
7cm
15cm
D
189 cm²
[not to scale]","[[48.0, 21.0], [134.5, 146.0], [92.5, 326.0], [94.0, 377.5], [41.0, 465.0], [242.0, 326.5], [239.5, 377.5], [382.5, 168.5], [439.5, 91.5], [392.0, 377.0], [500.0, 139.5], [483.0, 245.0], [540.0, 326.5], [540.0, 377.5], [604.5, 59.0]]"
574,"I= Eedi
Is the following statement always true, sometimes true, or
never true?
One less than a multiple of 5 is a multiple of 4
Ⓒ Eedi 2018
A
Never true
B
Sometimes
true
Always true
Not enough
information
to decide","[[48.0, 20.0], [326.5, 177.0], [41.0, 465.0], [92.5, 332.0], [99.5, 393.5], [241.5, 332.0], [247.0, 395.5], [390.0, 392.0], [548.5, 403.5]]"
575,"I= Eedi
Tom and Katie are arguing about how
to fully describe the rotation from
shape P to shape Q
Tom says: ""a rotation of 90° about
point (1, 1)""
Katie says: ""a rotation of 90°
clockwise""
Ⓒ Eedi 2018
A
Only
Tom
Who is correct?
B
Only
Katie
P
-2
Both Tom
and Katie
0
Q
D
Neither is
correct","[[179.0, 66.5], [180.5, 175.0], [181.0, 249.0], [41.0, 465.0], [92.0, 362.0], [92.5, 418.5], [180.5, 315.0], [242.5, 362.5], [241.5, 419.5], [436.0, 240.0], [400.0, 419.0], [497.0, 253.0], [521.5, 109.0], [540.5, 362.0], [544.5, 418.0]]"
576,"I= Eedi
Ⓒ Eedi 2018
A
A shape is moved 4 squares left and 8 squares up.
(-3)
Which vector describes this movement?
B
4
(₁3)
(3)
8
D
(3)
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 326.0], [319.5, 102.5], [91.5, 385.5], [319.5, 178.5], [242.0, 326.0], [239.0, 383.0], [390.0, 384.0], [540.0, 325.5], [546.5, 383.0], [619.0, 21.5]]"
577,"I= Eedi
What is the size of
angle p?
Ⓒ Eedi 2018
A
51°
B
70°
51
49⁰
80°
Р
[not to scale]
D
Not enough
information
VA","[[48.5, 20.5], [133.5, 150.0], [41.0, 465.0], [92.5, 327.0], [93.0, 377.5], [242.0, 326.0], [242.5, 378.0], [356.5, 205.5], [416.0, 138.25], [392.0, 377.0], [464.0, 209.0], [533.5, 248.0], [540.0, 326.5], [542.0, 386.5], [619.0, 21.5]]"
578,"I= Eedi
Ⓒ Eedi 2018
A
1
What is the highest common factor of 6 and 9?
B
3
6
D
18
VA","[[48.0, 20.0], [41.0, 465.0], [93.0, 283.0], [95.0, 346.5], [307.5, 155.0], [242.5, 283.0], [242.5, 347.5], [391.5, 346.5], [540.0, 282.5], [538.5, 346.5], [619.0, 21.0]]"
579,"I= Eedi
2p = ...
Using the diagram, which of
the following correctly
completes the equation
above?
Ⓒ Eedi 2018
A
3g
B
5r
P
с
8w
g
r W
8r","[[48.5, 20.5], [153.0, 151.0], [41.0, 465.0], [93.0, 363.0], [90.75, 417.5], [242.0, 363.0], [239.5, 415.5], [388.5, 240.5], [388.0, 361.5], [390.5, 415.5], [473.0, 242.0], [560.0, 243.5], [540.0, 413.0]]"
580,"I= Eedi
A group of 8 friends has £6 that they plan to share equally.
2 new friends arrive and bring along an additional £1.50.
There are now 10 friends with a total of £8 to share equally.
What has happened to the amount of money that each of the original
group of 8 now receive?
A
Ⓒ Eedi 2018
B
It has increased It has decreased
It has stayed the
same
We need more
information","[[48.5, 20.5], [310.5, 164.0], [93.5, 340.0], [41.0, 465.0], [242.5, 340.0], [171.5, 405.5], [393.5, 404.5], [539.5, 405.25]]"
581,"I= Eedi
Ⓒ Eedi 2018
A
100 000
B
100 million=
1 000 000
O
100 000 000
D
100 000 000 000","[[48.0, 20.0], [41.0, 465.0], [93.5, 332.0], [97.5, 389.0], [241.5, 332.0], [326.0, 163.0], [242.0, 388.5], [392.5, 332.5], [393.0, 389.5], [540.5, 333.0], [547.0, 388.0]]"
582,"I= Eedi
Ⓒ Eedi 2018
To translate an object 3 squares down you would use the
vector...
A
-3
بل بل
B
(-3)
D","[[48.0, 21.0], [41.0, 465.0], [319.5, 139.5], [93.0, 326.0], [94.5, 369.0], [88.5, 383.0], [242.0, 326.0], [240.5, 386.5], [540.0, 325.5]]"
583,"I= Eedi
Think of a number,
then add 4,
next multiply by 3,
next subtract 2,
and finally divide by 10.
Ⓒ Eedi 2018
A
Only
Tom
B
Only
Katie
Tom says you can write this as:
3x(n+4)-2
10
Katie says you can write this as:
((n + 4) x 3-2) + 10
Who is correct?
Both Tom
and Katie
D
Neither is
correct","[[48.5, 21.0], [113.5, 120.0], [129.0, 168.5], [41.0, 465.0], [93.0, 332.0], [93.0, 396.0], [242.0, 332.0], [242.5, 397.0], [413.5, 113.5], [415.0, 219.0], [393.0, 396.0], [540.0, 332.5], [545.5, 396.0]]"
584,"I= Eedi
If the original sequence looks like
this:
Pattern 1
There are 302 squares
in Pattern 100.
© 2018
Pattern 2
301
B
300
But if the shape changes to this:
Pattern 1
Pattern 2
How many squares would
there be in Pattern 100 now?
C
299
D
GRO
202","[[76.0, 27.0], [37.5, 57.0], [76.0, 121.5], [19.5, 232.5], [95.0, 56.5], [45.0, 197.5], [121.0, 171.5], [121.0, 198.5], [241.5, 46.0], [236.0, 123.5], [195.0, 171.5], [196.0, 197.5], [270.5, 171.0], [309.0, 14.0], [270.0, 196.5]]"
585,"I= Eedi
6
Ⓒ Eedi 2018
A
5
сл
X
-3
B
16
=
2
20
I
C
D
22","[[48.5, 20.5], [70.0, 163.5], [41.0, 465.0], [92.5, 325.0], [91.0, 386.0], [90.0, 387.0], [153.0, 166.5], [222.0, 163.0], [242.0, 325.0], [240.0, 381.5], [307.0, 163.0], [401.0, 162.5], [390.5, 385.5], [491.5, 162.5], [547.5, 161.0], [540.5, 324.5], [537.5, 380.0]]"
586,"I= Eedi
Ⓒ Eedi 2018
Tom and Katie are arguing about constructing triangles.
Tom says you can construct a triangle with lengths
11 cm, 10 cm and 2 cm.
A
Only
Tom
Katie says you can construct a triangle with lengths
8 cm, 5 cm and 3 cm.
Who is correct?
B
Only
Katie
C
Both Tom
and Katie
D
Neither is
correct","[[48.5, 20.5], [41.0, 465.0], [305.0, 116.0], [93.0, 332.0], [93.0, 396.0], [306.0, 206.0], [304.5, 261.5], [242.0, 332.0], [242.5, 397.0], [389.5, 331.0], [400.0, 395.5], [540.0, 332.5], [545.5, 396.0]]"
587,"I= Eedi
8
Ⓒ Eedi 2018
Z
A
Only
Jo
6
B
Only
Paul
Jo and Paul are trying to work out the
area of the shape on the left.
Jo says it is: 8 x (z + 6)
Paul says it is: 8 xz+6xz
Who is correct?
C
Both Jo
and Paul
D
Neither is
correct","[[48.0, 21.0], [48.0, 159.5], [41.0, 465.0], [100.5, 104.5], [93.0, 332.0], [86.5, 395.5], [183.0, 99.5], [242.0, 332.0], [242.5, 397.5], [439.0, 137.5], [439.0, 252.0], [391.0, 332.0], [393.5, 396.5], [540.0, 332.5], [545.5, 396.0]]"
588,"I= Eedi
Ⓒ Eedi 2018
A
a-b
a = 4
Which of the following gives a value of -3.7?
B
b = -0.3
b-a
C
-a-(-b)
D
-a-b
VA","[[48.0, 20.0], [41.0, 465.0], [93.5, 283.0], [95.0, 340.5], [238.0, 89.5], [321.5, 155.5], [242.5, 283.0], [380.0, 87.0], [244.5, 341.5], [393.5, 283.0], [392.5, 342.0], [541.0, 282.5], [540.0, 341.0], [619.0, 21.0]]"
589,"I= Eedi
3k + 2 <m + 1
Using the diagram on the
right, is the expression
above...
Ⓒ Eedi 2018
A
always
true
B
sometimes
true
k
(
never
true
k
m
k
Need more
information","[[48.5, 20.0], [156.0, 112.0], [152.5, 199.0], [41.0, 465.0], [93.5, 332.0], [95.5, 396.5], [241.5, 332.0], [244.0, 397.0], [367.5, 106.5], [392.0, 334.0], [394.0, 398.5], [458.0, 106.0], [460.5, 228.5], [549.0, 105.0], [540.0, 395.0]]"
590,"I= Eedi
Ⓒ Eedi 2018
Jo and Paul are arguing about a number which has been
expressed in the following way:
2² x 33 x 5²
Jo says 8 is a factor of the number.
Paul says 3 is a factor of the number.
A
Only
Jo
B
Who is correct?
Only
Paul
Both Jo
and Paul
D
Neither is
correct","[[48.0, 21.0], [41.0, 465.0], [320.5, 139.0], [93.0, 332.0], [93.0, 395.0], [242.5, 332.0], [322.0, 267.0], [242.0, 397.0], [400.5, 396.0], [540.0, 332.5], [545.5, 396.0]]"
591,"I= Eedi
West 5 squares,
north 6 squares
© 2018
Describe the movements to get from
(3,6) to (8,-2)
B
East 5 squares,
south 4 squares
East 5 squares,
south 8 squares
DH
East 6 squares,
south 9 squares","[[23.5, 10.5], [40.5, 189.5], [19.5, 232.5], [160.5, 88.5], [121.0, 157.0], [118.0, 190.5], [196.5, 189.5], [310.5, 9.5], [276.0, 189.5]]"
592,"I= Eedi
Ⓒ Eedi 2018
""I started with 22 then added 8. Then I divided by 3. Then I
added on 5""
Which of the following calculations fits this description?
A
C
(22+8)(3+5)
(22+ 8) + 3 + 5
B
22 + (8 + 3) +5
D 22 +8+ 3 + 5
VA","[[48.0, 20.0], [41.0, 465.0], [320.5, 89.0], [325.5, 166.5], [91.5, 242.0], [92.5, 362.5], [206.5, 238.0], [202.0, 362.5], [371.5, 241.0], [485.0, 243.5], [449.5, 361.5], [619.0, 21.5]]"
593,"I= Eedi
A
48.125
Ⓒ Eedi 2018
48 x 0.125 =
B
12
C
6
D
4.825","[[48.0, 20.0], [93.5, 300.0], [93.0, 363.0], [41.0, 465.0], [318.0, 156.5], [242.5, 300.0], [240.5, 362.5], [392.0, 300.5], [389.0, 364.0], [541.0, 300.5], [537.5, 363.0]]"
594,"I= Eedi
A
14 087
Ⓒ Eedi 2018
In the Indian number system,
one lakh, forty thousand and eighty-seven =
B
1 40 087
O
1 400 087
1 040 087
VA","[[48.0, 20.0], [93.5, 316.0], [91.5, 378.5], [41.0, 465.0], [325.5, 153.5], [242.5, 316.0], [242.5, 378.5], [394.0, 316.0], [389.0, 377.5], [545.0, 377.5], [619.0, 21.0]]"
595,"I= Eedi
Ⓒ Eedi 2018
7
6
5
0
A
3 right
Q
P
B
3 left
Shape P has been reflected in
the line y 4 to give the shape
Q.
Now imagine moving shape Pa
total of 3 squares up, and
keeping the same reflection.
In which direction would shape
Q move?
3 down
D
3 up","[[48.0, 20.0], [41.0, 465.0], [84.0, 116.0], [84.0, 141.0], [84.0, 167.0], [84.0, 297.0], [92.5, 357.5], [94.0, 413.0], [148.5, 155.0], [151.5, 234.5], [242.0, 357.0], [243.0, 411.5], [492.0, 94.0], [492.5, 198.0], [492.5, 287.0], [393.0, 410.5], [540.5, 356.5], [544.5, 411.0]]"
